age,gender,height_m,weight_kg,seatbelt,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
17,male,1.73,72.58,always,no,not drive,not drive,no,no,no,no,0,2
17,male,1.83,58.97,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,72.58,always,no,0 times,all 30 days,no,no,no,no,0,0
16,male,1.68,49.9,rarely,no,0 times,1 or 2 days,no,yes,no,yes,30,16
17,male,1.8,75.3,most of the time,no,0 times,0 days,yes,no,no,yes,9,3
16,male,1.73,69.4,sometimes,yes,not drive,not drive,no,no,no,no,0,3
16,male,1.8,83.92,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,72.58,always,yes,not drive,not drive,no,no,no,yes,25,8
16,male,1.7,61.24,most of the time,no,not drive,not drive,no,no,no,no,0,1
17,male,1.83,77.11,always,no,0 times,10 to 19 days,no,no,no,no,0,6
17,female,1.73,65.77,always,no,0 times,0 days,no,no,no,no,0,2
17,female,1.6,65.77,always,no,not drive,not drive,no,no,no,no,27,1
17,female,1.68,55.79,always,no,0 times,0 days,no,no,no,yes,0,2
17,female,1.63,54.43,most of the time,no,0 times,10 to 19 days,no,no,no,yes,0,0
17,female,1.55,45.36,always,no,0 times,3 to 5 days,no,no,no,no,0,0
17,female,1.7,52.16,always,no,0 times,1 or 2 days,no,no,no,no,0,3
17,male,1.85,90.72,always,no,0 times,0 days,yes,no,no,no,5,0
17,male,1.73,113.4,always,yes,not drive,not drive,no,no,no,no,0,0
17,male,1.63,54.89,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.63,65.77,always,yes,not drive,not drive,no,no,yes,yes,12,0
16,female,1.63,49.9,always,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.65,58.97,always,no,0 times,3 to 5 days,no,no,no,no,0,0
16,female,1.52,54.89,sometimes,no,0 times,1 or 2 days,no,no,yes,no,0,0
15,female,1.75,47.63,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,51.71,always,no,0 times,0 days,no,no,yes,no,0,0
15,female,1.6,65.77,always,no,not drive,not drive,no,no,yes,no,0,0
17,female,1.68,58.97,always,no,1 time,20 to 29 days,no,no,no,yes,0,6
15,male,1.6,55.34,always,no,not drive,not drive,yes,no,no,no,0,4
16,male,1.88,83.92,always,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.73,80.74,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,82.1,always,no,0 times,0 days,yes,no,no,no,2,10
16,male,1.83,99.79,always,yes,not drive,not drive,no,no,no,no,1,1
16,male,1.85,107.5,always,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.7,74.84,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,80.74,always,yes,not drive,not drive,no,no,no,no,0,2
16,male,1.75,69.4,most of the time,yes,not drive,not drive,no,no,no,no,0,4
16,male,1.8,74.39,always,no,0 times,3 to 5 days,yes,no,no,no,0,0
16,male,1.93,79.38,never,yes,6 or more times,all 30 days,yes,no,yes,yes,30,30
16,male,1.8,71.67,always,no,0 times,0 days,yes,no,no,yes,6,1
15,male,1.78,59.88,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,68.49,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,56.7,always,no,1 time,1 or 2 days,no,no,no,no,0,2
15,female,1.75,52.16,always,no,not drive,not drive,no,no,no,yes,2,2
16,female,1.65,56.7,always,no,0 times,10 to 19 days,no,no,no,no,0,0
14,female,1.45,52.16,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,46.72,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,female,1.73,61.24,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.65,47.17,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,47.17,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.63,59.88,always,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.65,65.77,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.63,64.41,always,yes,not drive,not drive,no,no,no,no,0,0
14,female,1.63,61.69,always,yes,not drive,not drive,no,no,no,no,0,0
14,female,1.6,71.67,always,no,not drive,not drive,no,no,yes,no,0,0
14,female,1.6,53.98,most of the time,yes,not drive,not drive,no,no,yes,yes,19,3
15,female,1.7,58.97,always,no,not drive,not drive,yes,no,yes,no,0,0
15,male,1.75,84.82,always,no,0 times,0 days,no,no,no,no,30,1
14,male,1.55,77.11,always,no,not drive,not drive,no,no,yes,yes,0,0
17,male,1.73,72.58,always,no,0 times,20 to 29 days,yes,no,no,no,0,9
14,male,1.75,63.05,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.78,53.07,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.8,62.6,always,no,0 times,0 days,no,no,no,no,3,1
15,male,1.65,52.62,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.7,73.94,always,no,1 time,20 to 29 days,yes,no,no,no,0,7
15,male,1.7,56.7,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.78,66.23,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.85,113.4,always,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.83,61.24,always,no,0 times,0 days,no,no,no,no,0,1
14,male,1.6,54.43,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.83,63.5,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,82.1,rarely,yes,not drive,not drive,no,no,yes,yes,27,2
17,female,1.63,47.63,always,yes,0 times,0 days,yes,no,no,no,0,1
17,female,1.52,47.63,always,no,not drive,not drive,no,no,no,yes,0,2
17,female,1.6,61.24,sometimes,no,0 times,0 days,yes,no,no,no,11,8
17,male,1.83,72.58,rarely,no,0 times,0 days,yes,yes,no,yes,30,1
17,male,1.8,99.79,always,no,0 times,0 days,no,no,no,yes,0,1
17,male,1.65,74.84,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,83.46,always,no,0 times,0 days,no,no,no,no,1,1
17,male,1.78,86.18,always,no,not drive,not drive,yes,no,no,yes,22,14
16,female,1.57,52.62,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,56.25,always,no,not drive,not drive,no,no,no,no,4,1
15,female,1.57,50.8,always,no,0 times,0 days,no,no,yes,yes,0,0
15,female,1.5,54.89,most of the time,no,not drive,not drive,no,no,yes,yes,0,1
16,male,1.73,102.06,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.68,62.6,most of the time,yes,0 times,0 days,yes,no,no,no,1,8
15,male,1.65,74.39,most of the time,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.7,54.43,most of the time,yes,0 times,0 days,no,no,no,yes,0,0
15,male,1.75,68.04,most of the time,no,0 times,0 days,yes,no,yes,no,0,0
16,male,1.78,68.04,always,no,not drive,not drive,no,no,yes,no,0,2
15,female,1.68,70.31,most of the time,no,0 times,1 or 2 days,yes,no,no,no,0,1
16,female,1.7,60.33,always,no,not drive,not drive,no,no,yes,no,0,0
17,female,1.6,43.09,always,yes,0 times,0 days,no,no,no,no,0,2
16,female,1.65,68.04,always,no,not drive,not drive,no,no,no,yes,14,6
15,female,1.63,68.04,most of the time,no,not drive,not drive,yes,no,no,no,0,8
16,female,1.57,45.36,most of the time,no,0 times,0 days,no,no,no,no,2,15
15,female,1.57,55.34,always,no,0 times,0 days,no,no,yes,yes,0,0
16,female,1.55,44,always,no,0 times,0 days,no,no,no,yes,5,5
15,female,1.65,81.65,most of the time,no,0 times,0 days,no,no,no,no,1,1
16,female,1.57,58.97,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,66.68,always,no,not drive,not drive,yes,no,no,no,0,3
16,male,1.6,56.7,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.85,88.45,always,no,0 times,0 days,no,no,yes,yes,0,0
16,male,1.78,97.52,always,no,0 times,0 days,yes,no,no,no,0,1
17,male,1.85,113.4,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,95.26,always,no,not drive,not drive,yes,no,no,no,0,0
17,male,1.73,72.58,always,yes,not drive,not drive,no,no,no,no,0,2
15,female,1.52,68.49,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.7,88.91,sometimes,yes,0 times,0 days,no,no,no,no,0,4
17,female,1.55,81.65,always,no,0 times,0 days,no,no,no,no,0,1
17,female,1.65,51.71,always,no,0 times,0 days,no,no,yes,no,30,10
17,female,1.65,63.5,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.7,46.72,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.9,68.04,always,yes,0 times,0 days,no,no,no,no,0,4
17,male,1.75,80.74,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.9,90.72,always,no,0 times,0 days,no,no,no,no,0,1
17,female,1.63,50.35,always,no,0 times,1 or 2 days,no,no,no,no,1,6
17,female,1.63,61.24,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.6,58.97,always,no,0 times,20 to 29 days,no,no,no,yes,0,1
16,female,1.68,71.22,always,no,0 times,1 or 2 days,no,no,no,no,0,2
16,female,1.6,61.24,always,no,not drive,not drive,yes,no,no,yes,0,0
17,female,1.73,66.68,most of the time,yes,0 times,0 days,yes,no,no,yes,1,3
17,female,1.57,53.98,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.57,59.88,most of the time,no,not drive,not drive,no,no,no,yes,0,1
16,male,1.73,127.01,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,56.7,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,73.48,always,no,0 times,10 to 19 days,no,no,no,yes,0,1
17,male,1.8,102.06,most of the time,no,not drive,not drive,no,no,no,no,0,5
17,male,1.78,63.5,always,no,0 times,0 days,no,no,no,no,0,2
17,male,1.8,79.38,always,no,0 times,10 to 19 days,no,no,no,no,0,0
17,male,1.75,71.67,always,no,0 times,all 30 days,no,no,no,no,0,0
17,male,1.78,65.77,most of the time,yes,0 times,0 days,yes,no,no,yes,30,8
16,male,1.65,58.97,always,no,not drive,not drive,yes,no,yes,yes,0,0
16,male,1.7,63.5,always,no,0 times,0 days,no,no,yes,yes,0,2
16,male,1.88,127.01,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.88,68.04,most of the time,yes,0 times,0 days,no,no,yes,yes,0,1
16,male,1.78,67.59,always,no,not drive,not drive,no,no,no,no,0,1
16,male,1.75,104.33,always,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.8,67.13,always,no,0 times,1 or 2 days,yes,no,yes,yes,0,0
16,male,1.63,52.62,most of the time,no,not drive,not drive,no,yes,yes,yes,0,0
15,male,1.57,88.45,most of the time,yes,0 times,1 or 2 days,yes,no,no,no,3,5
16,female,1.63,81.65,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.65,106.6,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,58.06,always,yes,0 times,0 days,no,no,no,no,0,7
16,female,1.6,58.97,always,no,0 times,0 days,no,yes,yes,yes,0,0
15,female,1.57,44.91,most of the time,yes,not drive,not drive,yes,yes,yes,yes,0,0
15,female,1.57,54.43,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.52,52.16,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.88,49.9,sometimes,yes,0 times,0 days,no,no,no,yes,0,3
15,male,1.85,90.72,always,no,0 times,0 days,no,no,yes,no,0,0
15,male,1.75,115.21,sometimes,yes,not drive,not drive,no,no,no,no,2,3
16,male,1.65,68.95,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,83.01,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,70.31,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,65.77,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.73,58.97,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.4,81.65,always,no,0 times,0 days,no,no,no,yes,0,0
14,female,1.52,49.9,always,no,0 times,0 days,no,no,no,yes,0,0
14,female,1.57,58.06,most of the time,no,0 times,0 days,no,no,no,no,0,1
15,female,1.75,64.86,most of the time,yes,0 times,0 days,no,no,yes,no,0,0
15,female,1.5,76.2,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.55,50.35,most of the time,yes,0 times,0 days,no,no,no,no,0,0
15,female,1.55,48.54,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.52,62.6,always,no,0 times,0 days,no,no,no,no,0,0
14,female,1.52,47.17,most of the time,no,not drive,not drive,no,no,yes,yes,0,2
14,female,1.63,59.88,rarely,yes,1 time,1 or 2 days,no,no,yes,yes,3,6
15,female,1.6,58.97,always,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.65,59.88,most of the time,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.57,50.8,most of the time,no,not drive,not drive,no,no,no,yes,0,0
17,male,1.8,93.9,most of the time,no,not drive,not drive,yes,no,no,yes,0,1
17,male,1.78,54.43,always,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.8,79.38,always,no,0 times,10 to 19 days,yes,no,no,no,0,2
17,male,1.78,95.26,most of the time,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.78,105.24,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.98,86.64,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.6,64.86,never,yes,0 times,0 days,no,no,no,no,0,5
17,female,1.7,148.33,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,female,1.57,55.79,always,no,0 times,0 days,yes,no,no,no,0,1
17,female,1.57,49.44,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,56.7,always,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.6,66.68,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.63,65.77,always,yes,0 times,0 days,no,yes,no,yes,0,0
16,female,1.68,68.95,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.52,48.54,most of the time,no,0 times,0 days,no,no,no,yes,0,1
17,female,1.6,62.6,rarely,yes,not drive,not drive,no,no,no,no,4,5
16,female,1.5,58.51,most of the time,no,0 times,0 days,no,no,no,no,0,1
17,female,1.57,61.24,sometimes,no,not drive,not drive,no,no,no,yes,0,1
16,female,1.63,88.45,rarely,yes,0 times,0 days,no,no,no,no,0,3
16,female,1.6,52.62,always,no,0 times,0 days,no,no,yes,no,0,0
16,female,1.6,54.43,always,no,0 times,10 to 19 days,no,no,no,no,0,0
16,female,1.68,59.88,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.68,72.58,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.83,104.33,always,yes,0 times,6 to 9 days,yes,no,no,no,0,16
17,male,1.75,62.6,always,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.85,70.31,always,no,1 time,10 to 19 days,no,no,no,no,0,2
17,male,1.65,55.34,always,yes,1 time,0 days,no,no,no,no,0,2
17,male,1.7,58.06,always,no,0 times,1 or 2 days,no,no,no,no,0,9
17,female,1.6,65.77,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,83.01,always,no,0 times,6 to 9 days,no,no,yes,yes,0,6
17,female,1.6,54.43,always,no,0 times,1 or 2 days,no,no,no,no,0,1
17,female,1.75,58.97,always,yes,0 times,10 to 19 days,no,no,no,no,0,9
17,female,1.6,60.78,always,no,0 times,10 to 19 days,no,no,yes,yes,0,8
17,female,1.6,99.79,always,no,not drive,not drive,yes,no,yes,yes,0,1
17,male,1.78,72.58,rarely,no,0 times,10 to 19 days,no,no,no,no,0,6
17,male,1.65,52.16,most of the time,yes,0 times,3 to 5 days,no,no,no,yes,2,2
17,female,1.57,50.8,rarely,yes,1 time,all 30 days,yes,no,no,yes,30,2
17,female,1.68,53.07,always,yes,0 times,10 to 19 days,no,no,no,no,4,0
17,female,1.57,52.16,most of the time,no,0 times,3 to 5 days,no,no,no,yes,0,0
17,female,1.63,65.77,always,no,0 times,all 30 days,no,no,no,yes,0,3
17,female,1.63,58.97,most of the time,no,0 times,all 30 days,no,no,no,no,0,2
17,female,1.55,62.6,most of the time,no,2 or 3 times,1 or 2 days,no,no,yes,yes,0,4
16,female,1.68,73.48,always,yes,0 times,0 days,no,yes,yes,no,0,0
16,female,1.6,51.26,sometimes,yes,0 times,1 or 2 days,no,no,no,no,0,1
16,female,1.8,92.99,most of the time,no,0 times,0 days,no,no,no,no,0,1
17,female,1.63,49.9,always,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.73,56.7,sometimes,yes,0 times,20 to 29 days,no,no,no,yes,0,2
17,female,1.52,47.63,always,yes,0 times,10 to 19 days,no,no,yes,yes,0,1
16,female,1.6,52.16,always,no,1 time,all 30 days,no,no,yes,yes,2,3
15,female,1.52,44,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,67.13,always,no,0 times,1 or 2 days,no,no,no,no,0,5
15,male,1.78,71.22,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,88.45,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.88,78.02,rarely,no,0 times,10 to 19 days,no,no,no,no,0,0
16,male,1.85,72.58,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,61.24,always,no,0 times,1 or 2 days,no,no,no,no,0,0
15,male,1.78,88.45,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,75.3,rarely,no,0 times,0 days,yes,no,no,yes,12,2
17,male,1.7,65.77,most of the time,no,0 times,0 days,no,no,no,no,0,0
17,male,1.63,85.73,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.63,56.7,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.8,68.04,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.63,55.79,rarely,yes,0 times,all 30 days,no,no,no,no,0,1
17,female,1.63,60.78,sometimes,no,0 times,1 or 2 days,no,no,no,yes,0,0
17,female,1.68,61.69,always,no,1 time,all 30 days,no,no,yes,no,0,1
16,female,1.68,61.24,sometimes,no,0 times,3 to 5 days,no,no,no,yes,0,1
16,female,1.75,54.89,most of the time,no,0 times,all 30 days,no,no,no,yes,0,0
17,male,1.75,66.68,sometimes,no,2 or 3 times,10 to 19 days,yes,no,no,no,7,3
16,male,1.7,65.77,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.8,79.38,never,no,0 times,all 30 days,yes,no,no,no,30,30
17,male,1.88,101.15,sometimes,no,0 times,6 to 9 days,no,no,yes,no,0,0
17,male,1.68,69.85,sometimes,yes,1 time,6 to 9 days,yes,no,no,no,2,5
17,male,1.8,72.58,sometimes,no,0 times,10 to 19 days,no,no,no,yes,0,3
17,female,1.63,72.58,always,no,0 times,6 to 9 days,yes,no,yes,yes,3,2
17,female,1.65,69.4,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.8,62.6,most of the time,no,not drive,not drive,no,no,yes,no,0,0
17,male,1.73,76.2,sometimes,no,not drive,not drive,yes,no,no,yes,11,0
15,male,1.68,52.16,always,no,0 times,0 days,yes,no,yes,no,2,2
15,male,1.75,61.69,most of the time,no,0 times,0 days,yes,no,yes,no,0,0
15,male,1.83,102.06,sometimes,no,0 times,0 days,no,no,yes,no,0,0
15,male,1.7,66.68,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.73,66.68,most of the time,yes,0 times,0 days,yes,no,no,no,0,2
15,male,1.73,56.7,always,no,0 times,0 days,no,no,no,no,0,2
16,male,1.7,57.15,always,no,0 times,3 to 5 days,no,no,yes,no,0,0
15,male,1.75,63.5,most of the time,no,0 times,0 days,yes,no,no,no,0,0
15,female,1.55,54.43,most of the time,no,0 times,20 to 29 days,no,no,no,yes,0,0
15,female,1.63,56.7,sometimes,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,40.82,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,female,1.68,45.81,sometimes,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.6,47.63,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,female,1.7,54.43,most of the time,no,0 times,0 days,no,no,no,no,0,8
17,female,1.5,43.09,most of the time,no,0 times,all 30 days,no,no,no,no,1,13
17,female,1.68,60.33,never,no,0 times,all 30 days,no,no,yes,yes,0,13
17,female,1.68,47.63,always,no,0 times,10 to 19 days,no,no,no,no,0,0
16,male,1.73,70.76,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,70.76,always,yes,0 times,all 30 days,yes,no,no,no,0,8
17,male,1.78,83.92,never,yes,1 time,all 30 days,no,no,no,no,2,3
16,male,1.63,68.95,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,male,1.6,56.7,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.7,60.33,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.73,64.41,sometimes,yes,2 or 3 times,all 30 days,no,no,no,no,0,8
16,female,1.55,70.31,always,no,0 times,0 days,no,no,no,yes,0,4
15,female,1.68,70.31,always,yes,1 time,0 days,no,no,no,no,0,3
16,female,1.63,52.16,most of the time,no,not drive,not drive,no,no,yes,yes,0,2
17,female,1.55,55.34,always,no,0 times,1 or 2 days,no,no,no,no,0,1
17,female,1.63,63.5,most of the time,yes,0 times,6 to 9 days,no,yes,yes,yes,10,0
17,female,1.6,79.83,sometimes,yes,0 times,10 to 19 days,no,no,yes,no,0,8
15,female,1.52,49.9,sometimes,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,54.43,sometimes,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,88.91,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.73,86.18,always,no,not drive,not drive,yes,no,no,yes,0,1
16,male,1.63,54.43,always,no,not drive,not drive,yes,no,no,yes,3,0
15,male,1.73,68.04,rarely,no,0 times,3 to 5 days,no,no,no,no,0,0
17,female,1.78,70.31,sometimes,yes,6 or more times,all 30 days,no,no,no,no,0,5
17,female,1.6,48.54,sometimes,no,0 times,10 to 19 days,no,no,yes,no,0,0
17,male,1.8,72.58,sometimes,no,1 time,3 to 5 days,yes,no,no,no,30,8
16,male,1.78,77.11,always,yes,0 times,all 30 days,yes,no,no,yes,30,30
17,male,1.68,70.31,always,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.78,75.3,sometimes,no,0 times,3 to 5 days,no,no,no,no,0,0
17,male,1.78,75.75,most of the time,yes,1 time,10 to 19 days,yes,no,no,no,2,15
17,female,1.6,48.99,always,no,0 times,10 to 19 days,no,yes,no,yes,0,0
16,female,1.68,88.91,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,53.52,most of the time,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.68,63.5,sometimes,no,0 times,0 days,yes,no,no,yes,0,0
16,female,1.7,81.65,sometimes,no,not drive,not drive,yes,yes,no,yes,0,0
15,female,1.55,47.17,always,no,0 times,0 days,no,no,no,no,0,2
16,female,1.55,45.36,always,no,0 times,3 to 5 days,no,no,no,no,0,0
15,female,1.7,58.97,always,no,0 times,0 days,no,no,no,yes,0,2
15,female,1.5,61.24,always,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.78,91.17,rarely,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.52,38.56,always,no,0 times,all 30 days,no,yes,no,yes,0,2
15,male,1.73,59.42,always,no,0 times,0 days,no,no,no,no,0,2
15,male,1.65,52.16,most of the time,no,0 times,0 days,yes,no,no,no,4,0
15,male,1.73,60.33,sometimes,no,0 times,1 or 2 days,no,no,yes,no,11,5
17,male,1.73,54.43,always,no,1 time,all 30 days,yes,no,no,yes,3,9
15,male,1.65,54.43,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,97.52,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,88.45,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.6,67.59,rarely,yes,0 times,1 or 2 days,yes,no,no,no,2,30
15,male,1.73,53.52,most of the time,no,0 times,0 days,yes,no,yes,yes,0,0
15,male,1.8,75.75,sometimes,no,not drive,not drive,no,no,no,no,0,1
15,male,1.73,77.11,always,yes,0 times,0 days,yes,no,no,yes,29,28
17,male,1.7,49.9,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,52.16,never,yes,2 or 3 times,3 to 5 days,yes,no,no,no,30,4
15,male,1.65,56.7,most of the time,yes,0 times,0 days,yes,no,no,no,0,0
14,male,1.68,53.07,always,no,0 times,1 or 2 days,no,no,no,no,0,0
15,male,1.85,88.45,always,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.85,60.78,sometimes,no,0 times,10 to 19 days,yes,no,no,no,0,0
16,male,1.9,60.78,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.57,55.79,most of the time,no,not drive,not drive,no,no,no,yes,0,0
16,female,1.57,54.43,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.5,62.6,most of the time,yes,not drive,not drive,no,no,no,no,0,0
16,female,1.6,56.7,always,no,0 times,1 or 2 days,no,no,no,yes,0,16
16,female,1.8,95.26,rarely,no,0 times,0 days,no,yes,yes,yes,1,9
17,female,1.6,54.43,always,no,0 times,20 to 29 days,no,no,yes,no,0,0
16,male,1.73,56.7,always,no,0 times,0 days,yes,no,no,no,0,0
16,male,1.85,58.97,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.63,56.7,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,50.8,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.68,63.96,sometimes,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.65,99.79,sometimes,no,not drive,not drive,no,no,no,no,0,0
17,female,1.75,54.43,sometimes,no,not drive,not drive,no,no,no,no,1,0
16,male,1.7,63.5,always,yes,0 times,10 to 19 days,no,no,yes,no,4,9
17,male,1.85,107.05,most of the time,no,0 times,0 days,yes,no,no,no,0,2
16,male,1.75,68.49,most of the time,no,0 times,1 or 2 days,no,no,yes,no,0,0
16,male,1.88,79.83,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.78,92.99,most of the time,no,0 times,all 30 days,no,no,no,no,0,0
16,male,1.73,93.9,sometimes,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.8,68.04,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,77.11,most of the time,no,0 times,0 days,yes,no,yes,no,0,0
16,male,1.85,86.18,most of the time,yes,0 times,20 to 29 days,yes,no,no,no,0,0
16,male,1.93,73.03,sometimes,no,0 times,all 30 days,no,no,no,no,0,1
15,male,1.7,73.03,most of the time,yes,not drive,not drive,yes,no,no,no,0,0
17,male,1.78,86.18,sometimes,yes,2 or 3 times,all 30 days,yes,no,no,yes,0,9
15,female,1.63,56.7,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.55,58.97,most of the time,yes,0 times,20 to 29 days,yes,no,no,no,0,3
14,female,1.45,45.36,always,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.75,58.97,always,no,not drive,not drive,no,no,no,yes,0,1
14,male,1.75,73.03,rarely,no,not drive,not drive,yes,no,no,yes,0,0
14,male,1.9,68.95,always,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.68,52.62,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,45.36,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.63,55.79,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,63.5,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.68,51.71,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.55,63.96,sometimes,no,0 times,0 days,no,no,no,no,0,0
17,female,1.6,105.24,never,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,95.26,sometimes,no,0 times,all 30 days,no,no,no,no,0,0
