age,gender,height_m,weight_kg,seatbelt,ride_drunkdriver,drive_drunk,drive_text,carried_weapon,unsafe_school,bullied,sad,days_smoke,days_drink
15,female,1.63,112.49,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,56.7,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,female,1.5,63.05,sometimes,no,not drive,not drive,no,no,no,yes,2,3
16,female,1.63,49.44,sometimes,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.65,57.61,sometimes,no,not drive,not drive,yes,no,no,no,0,0
17,male,1.75,81.19,always,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.7,62.6,always,no,0 times,0 days,yes,yes,no,yes,0,0
16,male,1.68,74.84,most of the time,no,0 times,0 days,no,no,no,no,0,1
17,male,1.83,84.82,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.63,55.34,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,68.04,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.78,97.52,most of the time,yes,1 time,0 days,yes,no,no,no,26,4
15,male,1.73,58.97,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.63,50.8,sometimes,no,0 times,0 days,no,no,no,no,0,0
14,female,1.55,50.8,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,female,1.57,40.82,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,56.7,most of the time,no,0 times,0 days,no,no,no,no,0,0
14,female,1.63,54.43,always,no,0 times,0 days,yes,no,no,no,0,0
15,female,1.68,45.81,most of the time,yes,0 times,1 or 2 days,no,yes,yes,yes,0,3
14,female,1.65,86.18,sometimes,yes,0 times,6 to 9 days,no,no,yes,yes,2,9
15,female,1.68,73.03,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.57,102.06,always,no,not drive,not drive,no,no,yes,yes,0,0
14,female,1.68,53.52,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,female,1.7,60.33,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.85,77.11,most of the time,no,0 times,0 days,yes,no,no,yes,0,0
17,male,1.73,87.54,always,no,1 time,1 or 2 days,no,no,no,no,0,2
17,male,1.73,61.24,always,no,0 times,10 to 19 days,no,no,no,no,0,0
16,male,1.75,66.68,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.78,94.35,always,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.88,70.31,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,74.84,sometimes,no,0 times,all 30 days,no,no,no,no,0,3
17,male,1.73,92.99,most of the time,no,0 times,all 30 days,no,no,no,no,0,4
16,female,1.63,53.52,most of the time,yes,1 time,20 to 29 days,yes,no,yes,no,0,7
17,female,1.68,87.09,sometimes,no,0 times,0 days,no,no,no,yes,5,0
16,female,1.52,70.31,always,no,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.65,72.58,always,no,0 times,10 to 19 days,no,no,no,no,0,4
17,male,1.73,100.7,most of the time,no,0 times,0 days,no,no,no,yes,18,5
16,female,1.68,77.11,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.65,52.16,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.75,100.25,always,no,0 times,1 or 2 days,yes,no,no,yes,20,1
17,female,1.6,52.16,rarely,no,not drive,not drive,yes,yes,yes,yes,30,30
17,female,1.5,59.88,most of the time,no,not drive,not drive,no,no,no,no,30,9
17,male,1.9,102.06,most of the time,no,0 times,1 or 2 days,yes,no,no,no,0,0
17,female,1.52,63.5,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,48.99,always,no,not drive,not drive,no,no,yes,yes,0,3
17,female,1.68,72.58,always,no,0 times,1 or 2 days,no,no,no,yes,0,0
15,male,1.65,48.99,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.75,97.52,always,no,0 times,0 days,no,no,no,no,1,0
14,male,1.63,98.88,most of the time,no,not drive,not drive,yes,no,no,no,0,0
16,male,1.9,84.37,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.7,68.04,always,no,not drive,not drive,no,no,yes,yes,0,0
15,female,1.65,74.84,always,yes,0 times,0 days,no,no,no,no,0,0
16,female,1.57,81.65,rarely,yes,0 times,1 or 2 days,yes,no,no,yes,17,6
14,female,1.6,81.65,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.52,65.77,always,no,0 times,0 days,no,no,no,yes,0,2
15,female,1.78,61.24,most of the time,no,0 times,0 days,no,no,no,no,0,0
14,female,1.57,52.16,always,yes,not drive,not drive,yes,no,no,no,5,2
14,female,1.7,49.9,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.55,50.35,sometimes,no,0 times,0 days,no,no,yes,yes,0,3
16,female,1.6,81.65,most of the time,no,0 times,0 days,no,no,yes,yes,30,2
15,female,1.63,77.11,always,no,0 times,0 days,yes,no,no,no,0,0
14,female,1.6,49.9,always,yes,not drive,not drive,no,no,yes,yes,0,0
16,female,1.73,72.58,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.68,88.45,always,no,0 times,10 to 19 days,no,no,no,no,0,0
16,female,1.68,63.5,most of the time,no,0 times,10 to 19 days,no,no,yes,no,0,9
17,female,1.57,56.7,sometimes,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.98,92.99,sometimes,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,131.09,always,no,0 times,3 to 5 days,yes,no,no,no,0,0
17,male,1.9,115.67,sometimes,yes,0 times,all 30 days,no,no,no,no,23,5
16,male,1.78,79.38,most of the time,no,0 times,0 days,yes,no,no,yes,0,0
16,male,1.83,68.04,most of the time,no,0 times,3 to 5 days,yes,no,no,no,0,0
16,female,1.65,83.46,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,78.47,always,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.42,39.01,always,no,0 times,0 days,no,no,yes,yes,0,0
16,female,1.7,58.97,rarely,no,0 times,all 30 days,no,no,yes,yes,6,7
16,female,1.6,77.11,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.55,77.11,always,no,0 times,3 to 5 days,no,no,yes,yes,0,0
17,male,1.68,54.43,always,no,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.93,120.2,rarely,no,4 or 5 times,20 to 29 days,yes,no,no,no,0,3
17,male,1.75,68.04,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,69.4,always,no,0 times,all 30 days,no,no,no,no,0,4
17,male,1.78,78.47,most of the time,no,0 times,3 to 5 days,yes,no,no,no,0,0
17,male,1.8,73.94,most of the time,no,0 times,10 to 19 days,no,no,no,yes,17,2
17,female,1.63,51.71,most of the time,no,0 times,20 to 29 days,no,no,no,no,0,2
17,female,1.68,90.27,always,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.7,86.18,always,no,0 times,10 to 19 days,no,no,no,no,1,3
17,female,1.73,91.17,most of the time,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.57,108.86,sometimes,no,1 time,all 30 days,no,no,no,no,30,16
16,female,1.6,69.4,always,no,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.73,76.2,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.75,58.97,rarely,no,not drive,not drive,no,no,no,yes,18,13
17,female,1.78,124.29,most of the time,no,not drive,not drive,no,no,no,no,1,0
16,female,1.55,52.16,always,yes,0 times,0 days,no,no,no,yes,0,7
17,female,1.7,81.65,sometimes,yes,1 time,all 30 days,no,no,yes,yes,0,3
17,male,1.73,58.97,most of the time,no,0 times,0 days,yes,no,no,no,0,0
17,male,1.7,67.59,always,no,0 times,1 or 2 days,no,no,no,no,0,2
16,male,1.78,70.76,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.6,56.7,most of the time,no,0 times,0 days,no,no,no,no,0,5
17,male,1.73,113.4,always,no,not drive,not drive,no,no,no,yes,0,0
16,male,1.9,77.11,most of the time,yes,0 times,1 or 2 days,yes,no,no,yes,1,1
17,male,1.78,88.45,always,no,0 times,0 days,yes,no,no,no,12,1
16,male,1.88,117.94,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,70.31,always,no,0 times,3 to 5 days,yes,yes,yes,yes,0,0
16,male,1.75,63.96,rarely,yes,not drive,not drive,yes,no,no,yes,30,5
16,male,1.8,65.77,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,61.69,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,59.42,always,no,0 times,3 to 5 days,yes,no,no,no,0,0
15,male,1.75,72.58,always,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.7,58.06,always,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.78,71.67,always,no,0 times,0 days,no,no,no,no,0,8
16,male,1.7,75.75,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.65,56.7,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,63.5,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.75,95.26,sometimes,no,0 times,0 days,no,no,no,no,0,0
15,male,1.88,74.84,sometimes,yes,not drive,not drive,yes,no,no,no,0,2
16,male,1.55,68.49,always,yes,6 or more times,all 30 days,yes,yes,yes,yes,30,30
16,female,1.63,48.08,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.63,58.97,most of the time,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.6,63.5,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.75,97.52,always,no,not drive,not drive,no,no,no,no,0,1
16,female,1.52,48.54,sometimes,yes,0 times,0 days,no,no,no,no,0,1
17,male,1.73,75.75,always,no,0 times,0 days,no,no,yes,no,0,0
17,male,1.73,63.5,always,yes,1 time,all 30 days,no,no,no,no,0,1
17,male,1.78,65.77,always,no,0 times,all 30 days,no,no,no,no,0,0
17,female,1.6,46.72,always,no,not drive,not drive,no,no,yes,no,0,0
17,female,1.57,55.34,always,no,0 times,0 days,no,no,no,no,0,0
14,female,1.68,61.24,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.52,49.44,sometimes,no,not drive,not drive,no,no,no,no,0,6
14,female,1.65,61.24,sometimes,no,0 times,1 or 2 days,yes,no,yes,no,0,0
15,female,1.5,45.36,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,female,1.6,65.32,most of the time,yes,not drive,not drive,no,no,no,yes,0,0
17,female,1.65,61.24,always,yes,1 time,0 days,yes,yes,yes,yes,0,2
15,male,1.78,58.97,most of the time,no,not drive,not drive,no,no,no,no,21,1
15,male,1.83,108.86,most of the time,yes,1 time,0 days,yes,no,no,no,0,3
15,male,1.75,68.04,most of the time,no,not drive,not drive,yes,no,no,no,0,0
15,male,1.75,61.24,rarely,no,not drive,not drive,no,no,no,no,2,0
15,male,1.63,73.94,always,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.75,68.04,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.73,74.84,most of the time,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.6,64.86,most of the time,no,not drive,not drive,no,no,no,yes,0,1
15,male,1.63,59.42,sometimes,no,not drive,not drive,yes,no,no,yes,1,0
15,male,1.78,56.7,rarely,yes,not drive,not drive,yes,no,no,yes,22,0
15,female,1.63,70.31,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.5,55.79,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,female,1.65,73.94,most of the time,no,0 times,0 days,no,no,yes,yes,0,1
15,male,1.83,113.4,always,no,not drive,not drive,no,no,no,no,0,2
16,female,1.57,49.9,always,no,0 times,0 days,no,yes,yes,no,0,0
16,male,1.75,64.41,always,no,not drive,not drive,yes,no,no,no,0,1
16,male,1.78,58.97,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,male,1.7,56.7,always,no,0 times,1 or 2 days,no,no,no,no,0,4
16,female,1.65,53.07,always,yes,0 times,1 or 2 days,no,no,no,no,0,0
16,male,1.85,101.61,most of the time,no,not drive,not drive,yes,no,no,no,0,0
15,male,1.78,74.84,always,no,not drive,not drive,yes,no,no,no,0,0
15,male,1.7,55.79,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.7,65.77,most of the time,no,0 times,0 days,yes,no,no,no,0,0
17,female,1.8,77.11,always,yes,0 times,3 to 5 days,no,no,no,no,0,0
15,female,1.63,45.36,most of the time,no,not drive,not drive,no,no,no,no,0,1
16,female,1.52,51.26,always,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.83,78.47,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.7,58.06,always,yes,0 times,1 or 2 days,no,no,no,no,13,1
15,male,1.63,44.45,sometimes,no,not drive,not drive,no,no,no,no,0,0
16,male,1.78,110.68,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.8,68.04,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,68.49,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,61.69,sometimes,no,not drive,not drive,no,no,yes,no,0,0
16,female,1.7,60.33,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.65,56.7,rarely,no,0 times,1 or 2 days,no,no,no,no,0,0
16,female,1.65,61.24,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.73,56.25,most of the time,no,0 times,0 days,no,no,no,no,0,1
15,female,1.55,52.16,always,yes,not drive,not drive,no,no,no,no,1,4
15,female,1.55,58.97,always,no,0 times,0 days,no,no,yes,yes,0,0
15,female,1.57,41.28,always,no,not drive,not drive,no,no,yes,yes,0,0
16,female,1.47,49.9,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.55,49.9,rarely,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,64.86,most of the time,yes,0 times,0 days,no,yes,no,no,0,0
17,female,1.65,49.9,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,female,1.8,56.7,sometimes,no,not drive,not drive,no,no,no,yes,0,2
16,female,1.73,64.86,sometimes,no,not drive,not drive,no,no,no,no,2,1
17,female,1.52,45.36,most of the time,no,0 times,0 days,no,no,no,no,0,4
17,female,1.55,55.34,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,81.65,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.83,72.58,rarely,yes,0 times,0 days,yes,no,no,no,30,14
16,male,1.6,56.7,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.73,80.29,always,no,0 times,0 days,yes,no,no,no,0,30
17,male,1.88,65.77,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,61.24,rarely,no,0 times,0 days,no,no,no,no,0,0
16,male,1.83,99.79,most of the time,no,0 times,all 30 days,yes,no,no,no,0,1
17,male,1.73,80.74,always,yes,not drive,not drive,no,no,no,no,0,0
16,male,1.78,76.66,sometimes,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,55.34,always,no,0 times,20 to 29 days,no,no,yes,no,0,0
16,male,1.83,70.76,always,no,0 times,20 to 29 days,no,no,no,yes,0,0
17,male,1.85,64.86,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.65,70.31,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,66.23,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,56.25,most of the time,no,0 times,1 or 2 days,no,no,no,no,0,1
17,male,1.8,57.15,always,yes,0 times,0 days,no,yes,yes,yes,9,7
16,male,1.68,74.84,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.57,58.97,most of the time,no,0 times,0 days,no,no,no,no,0,0
16,male,1.78,68.04,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.8,72.58,sometimes,no,0 times,0 days,no,no,no,no,0,0
16,male,1.85,68.04,always,no,0 times,0 days,no,no,no,yes,0,0
16,male,1.65,67.59,always,no,0 times,1 or 2 days,no,no,no,no,0,1
16,male,1.73,62.6,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,70.76,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.83,68.04,sometimes,no,not drive,not drive,no,no,yes,no,0,0
17,male,1.75,68.95,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.7,90.27,always,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.63,52.16,rarely,yes,4 or 5 times,10 to 19 days,yes,no,yes,yes,3,9
16,female,1.63,54.43,most of the time,no,not drive,not drive,no,no,no,yes,0,1
14,female,1.65,49.9,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,100.7,most of the time,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.6,65.77,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.6,44.45,always,no,0 times,0 days,no,no,no,yes,0,1
15,female,1.73,54.89,always,no,0 times,0 days,no,no,yes,yes,0,0
15,female,1.52,53.52,most of the time,no,0 times,0 days,no,yes,no,yes,3,1
15,female,1.6,50.8,always,yes,0 times,0 days,no,no,no,no,0,2
15,female,1.7,67.13,always,no,0 times,0 days,no,no,no,no,0,0
14,male,1.73,63.5,always,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.73,88,sometimes,no,not drive,not drive,no,no,no,no,0,0
15,male,1.73,81.65,most of the time,no,not drive,not drive,yes,no,no,yes,11,5
15,male,1.55,49.9,always,no,not drive,not drive,no,no,yes,no,0,0
15,male,1.8,61.24,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.83,83.01,always,no,not drive,not drive,no,no,no,yes,0,0
14,male,1.7,73.03,most of the time,no,not drive,not drive,no,no,yes,yes,0,0
14,male,1.65,53.52,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.85,51.26,always,no,0 times,0 days,no,yes,yes,yes,0,0
14,male,1.75,58.51,sometimes,no,not drive,not drive,no,no,no,no,0,0
14,male,1.8,70.76,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.55,59.42,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,57.15,most of the time,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,72.58,most of the time,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.68,81.65,sometimes,yes,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,84.37,always,no,0 times,all 30 days,no,no,no,no,0,1
17,female,1.68,91.63,always,no,0 times,0 days,no,no,no,no,0,1
17,female,1.63,54.43,always,no,1 time,10 to 19 days,no,no,yes,no,1,1
17,female,1.7,52.16,always,yes,not drive,not drive,no,no,yes,no,0,0
17,female,1.63,53.52,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,male,1.68,81.65,sometimes,no,0 times,10 to 19 days,no,no,no,no,0,0
17,male,1.8,73.48,always,no,0 times,0 days,yes,no,no,no,0,3
17,female,1.63,64.41,most of the time,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.57,53.52,most of the time,no,0 times,6 to 9 days,no,no,no,no,0,19
17,female,1.52,45.81,sometimes,no,0 times,0 days,no,no,no,no,0,0
16,female,1.5,72.58,always,no,0 times,0 days,no,no,no,yes,0,0
16,female,1.68,67.13,always,no,0 times,0 days,no,no,yes,yes,0,2
16,female,1.5,52.16,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.52,54.43,always,no,0 times,0 days,no,yes,no,no,0,0
17,female,1.63,54.43,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,43.09,always,no,0 times,0 days,no,no,yes,yes,0,6
16,male,1.9,114.31,always,no,0 times,1 or 2 days,no,no,no,yes,0,30
16,male,1.75,58.97,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.7,57.15,always,no,not drive,not drive,no,no,no,no,0,0
17,male,1.75,56.7,always,no,0 times,20 to 29 days,no,no,yes,no,0,0
16,female,1.52,52.62,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,86.18,sometimes,no,0 times,0 days,no,no,no,yes,0,4
16,male,1.93,126.1,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.78,83.92,most of the time,no,not drive,not drive,no,no,no,yes,2,3
17,female,1.6,80.74,always,no,not drive,not drive,no,no,yes,no,0,0
17,female,1.63,79.38,always,yes,0 times,all 30 days,no,no,yes,no,0,6
17,female,1.65,56.25,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.68,97.52,always,no,not drive,not drive,no,no,no,no,0,0
16,female,1.63,53.07,most of the time,yes,0 times,0 days,no,no,no,no,0,0
16,female,1.6,56.7,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.7,65.77,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.85,81.65,most of the time,yes,0 times,0 days,no,no,no,no,0,1
17,female,1.63,65.77,always,no,0 times,all 30 days,yes,no,no,yes,12,7
17,male,1.8,77.11,never,no,2 or 3 times,all 30 days,no,no,no,yes,0,10
17,female,1.65,77.11,always,no,0 times,1 or 2 days,no,no,no,no,0,0
17,female,1.52,44.45,always,no,0 times,0 days,no,no,no,yes,0,0
17,female,1.57,53.52,always,yes,0 times,6 to 9 days,no,no,no,no,0,2
16,female,1.78,53.98,always,no,not drive,not drive,no,no,no,no,0,0
17,female,1.6,51.26,always,no,not drive,not drive,no,no,no,no,0,1
17,female,1.6,72.58,always,no,0 times,0 days,no,no,no,no,9,6
17,female,1.63,52.62,always,no,not drive,not drive,no,no,no,yes,0,0
17,female,1.7,63.5,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.73,59.88,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.68,61.24,most of the time,no,0 times,0 days,no,no,no,no,0,0
17,male,1.88,113.4,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.6,68.04,always,yes,0 times,0 days,no,no,yes,no,0,0
17,female,1.73,79.38,sometimes,no,not drive,not drive,no,no,yes,yes,0,0
17,female,1.57,58.97,rarely,no,0 times,0 days,no,no,no,no,0,0
17,female,1.63,53.07,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.55,54.43,always,no,0 times,0 days,no,no,no,yes,0,2
17,female,1.63,62.6,always,no,0 times,0 days,no,no,yes,no,0,0
17,female,1.55,55.34,always,no,0 times,1 or 2 days,no,yes,no,no,0,1
16,female,1.55,54.43,always,no,0 times,0 days,no,no,yes,no,0,0
15,female,1.73,63.5,always,no,not drive,not drive,no,no,yes,no,0,0
15,female,1.6,56.7,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.68,58.97,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,52.16,most of the time,no,not drive,not drive,yes,yes,no,no,6,17
15,female,1.7,56.7,always,no,not drive,not drive,no,no,no,yes,0,0
15,female,1.65,75.75,never,no,0 times,0 days,no,no,no,yes,0,0
15,female,1.63,56.25,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.5,53.52,always,no,not drive,not drive,no,no,yes,yes,0,0
16,male,1.65,62.6,always,yes,0 times,0 days,no,no,no,no,0,0
16,male,1.88,74.84,always,no,0 times,0 days,yes,no,no,no,0,0
15,male,1.68,49.9,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,65.77,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.8,73.03,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,58.06,always,no,not drive,not drive,no,no,no,no,0,1
16,female,1.65,87.09,always,no,0 times,0 days,no,no,no,no,0,0
16,female,1.7,86.18,rarely,no,0 times,0 days,yes,no,no,no,0,0
16,female,1.7,77.11,always,yes,0 times,3 to 5 days,yes,no,yes,yes,0,2
17,female,1.7,53.52,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.6,53.07,always,yes,not drive,not drive,no,no,no,yes,0,0
15,female,1.6,90.72,most of the time,no,0 times,0 days,no,no,yes,no,0,0
16,male,1.73,56.7,always,no,not drive,not drive,no,no,no,no,0,0
16,male,1.65,65.77,most of the time,no,0 times,0 days,yes,no,yes,yes,0,0
15,male,1.78,56.7,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.73,68.04,most of the time,no,not drive,not drive,no,no,no,no,0,0
16,male,1.88,86.18,always,no,0 times,0 days,no,no,no,no,3,0
16,male,1.85,65.77,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,male,1.75,54.43,always,no,0 times,0 days,no,no,no,yes,0,0
17,male,1.78,49.9,always,no,0 times,0 days,no,no,no,no,0,0
15,male,1.83,113.4,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.73,58.06,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,female,1.55,58.51,always,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,65.32,always,no,not drive,not drive,no,no,no,no,0,0
14,female,1.55,68.95,always,no,not drive,not drive,no,no,no,yes,0,19
15,female,1.47,41.28,always,yes,0 times,0 days,no,no,no,yes,0,1
14,male,1.75,65.77,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.8,88.45,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,male,1.65,47.17,always,no,not drive,not drive,yes,no,yes,yes,0,0
15,male,1.63,58.97,always,no,0 times,0 days,no,no,no,no,0,0
14,male,1.7,66.68,sometimes,no,0 times,0 days,no,no,no,no,0,0
14,male,1.57,48.99,always,no,not drive,not drive,no,no,no,no,0,0
15,male,1.68,54.43,always,no,not drive,not drive,no,no,no,yes,0,0
15,male,1.73,57.15,sometimes,no,0 times,0 days,no,no,no,yes,0,0
15,male,1.7,49.9,most of the time,no,0 times,0 days,no,no,no,no,0,0
15,male,1.73,53.52,most of the time,no,not drive,not drive,no,no,no,no,0,0
14,male,1.68,54.43,rarely,no,0 times,0 days,no,no,no,no,0,0
15,male,1.75,59.42,always,no,0 times,0 days,yes,no,no,no,0,1
14,female,1.6,79.38,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,female,1.65,58.97,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,female,1.73,47.17,always,no,not drive,not drive,no,no,no,yes,0,1
14,female,1.52,52.16,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,female,1.7,68.95,always,no,0 times,0 days,no,no,no,no,0,0
15,female,1.83,65.77,rarely,no,0 times,0 days,no,no,no,yes,0,1
14,female,1.55,46.72,always,no,not drive,not drive,no,no,no,yes,0,0
14,female,1.73,63.5,most of the time,no,not drive,not drive,yes,no,yes,no,0,30
15,female,1.57,49.9,never,no,not drive,not drive,no,no,yes,yes,0,0
15,male,1.65,51.71,most of the time,no,0 times,0 days,no,no,yes,yes,0,0
15,male,1.78,49.9,rarely,no,not drive,not drive,yes,no,no,yes,30,2
14,male,1.6,56.7,rarely,yes,1 time,0 days,no,yes,yes,yes,2,4
14,male,1.73,68.49,most of the time,no,not drive,not drive,no,no,no,no,0,0
15,male,1.8,63.5,always,yes,not drive,not drive,no,no,no,no,0,1
14,male,1.65,58.97,always,yes,not drive,not drive,yes,no,no,no,0,2
14,male,1.75,63.05,always,no,not drive,not drive,no,no,no,no,0,0
14,male,1.68,73.03,rarely,no,0 times,0 days,yes,no,no,no,0,0
14,male,1.78,74.84,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.7,76.2,always,no,not drive,not drive,no,no,no,no,0,2
16,female,1.6,66.23,most of the time,no,not drive,not drive,no,no,no,no,0,0
17,female,1.73,69.85,always,no,0 times,0 days,no,no,no,no,0,0
17,female,1.57,47.63,always,no,0 times,1 or 2 days,no,no,no,no,2,2
16,female,1.6,71.22,most of the time,no,0 times,0 days,no,no,yes,yes,2,1
16,female,1.75,72.58,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.78,65.77,rarely,no,not drive,not drive,no,no,no,no,0,0
16,male,1.73,54.89,always,no,not drive,not drive,no,no,no,no,1,0
17,male,1.7,61.24,always,no,0 times,0 days,no,no,no,no,0,0
16,male,1.68,68.04,always,no,0 times,0 days,no,no,no,no,0,0
17,male,1.75,65.77,always,yes,2 or 3 times,10 to 19 days,no,no,no,no,23,4
