MAP  4.7   2010/12/30 18:50:19    20.872    103.444  5.2   LAOS                                       
MAP  3.8   2010/12/30 17:37:21    32.992   -116.355  5.1   SOUTHERN CALIFORNIA                        
MAP  2.5   2010/12/30 17:18:20    52.739   -169.470  4.4   FOX ISLANDS, ALEUTIAN ISLANDS, ALASKA      
MAP  2.5   2010/12/30 16:02:42    32.278   -115.359  12.0   BAJA CALIFORNIA, MEXICO                   
MAP  5.0   2010/12/30 14:40:37    27.308    143.222  34.8   BONIN ISLANDS, JAPAN REGION               
MAP  5.5   2010/12/30 14:36:56   -10.853    165.325  17.0   SANTA CRUZ ISLANDS                        
MAP  2.5   2010/12/30 14:12:53    32.048   -115.131  13.5   BAJA CALIFORNIA, MEXICO                   
MAP  2.9   2010/12/30 13:49:59    19.313   -155.147  8.2   ISLAND OF HAWAII, HAWAII                   
MAP  3.8   2010/12/30 12:55:22    40.427    -85.888  4.9   INDIANA                                    
MAP  5.3   2010/12/30 12:02:41    51.687    177.356  46.9   RAT ISLANDS, ALEUTIAN ISLANDS, ALASKA     
MAP  2.5   2010/12/30 11:58:54    32.261   -115.367  5.9   BAJA CALIFORNIA, MEXICO                    
MAP  3.6   2010/12/30 09:17:46    45.132   -120.932  16.6   OREGON                                    
MAP  5.0   2010/12/30 09:11:55   -19.266    167.793  43.2   VANUATU REGION                            
MAP  4.5   2010/12/30 08:56:43    51.644    16.177  4.9   POLAND                                      
MAP  5.0   2010/12/30 07:35:26   -10.618    164.366  19.0   SANTA CRUZ ISLANDS REGION                 
MAP  5.3   2010/12/30 06:56:37    52.971    171.423  23.1   NEAR ISLANDS, ALEUTIAN ISLANDS, ALASKA    
MAP  4.9   2010/12/30 06:49:58   -56.072    -26.698  36.4   SOUTH SANDWICH ISLANDS REGION             
MAP  4.8   2010/12/30 03:47:11    27.005    143.490  10.2   BONIN ISLANDS, JAPAN REGION               
MAP  4.8   2010/12/30 02:09:17    27.161    143.521  10.3   BONIN ISLANDS, JAPAN REGION               
MAP  4.7   2010/12/30 01:49:20    65.201   -133.561  9.6   NORTHERN YUKON TERRITORY, CANADA           
MAP  5.2   2010/12/29 23:27:02   -23.084   -179.916  528.4   SOUTH OF THE FIJI ISLANDS                
MAP  5.2   2010/12/29 21:10:36   -19.559    168.120  10.1   VANUATU                                   
MAP  2.8   2010/12/29 20:12:43    32.112   -115.257  5.6   BAJA CALIFORNIA, MEXICO                    
MAP  5.2   2010/12/29 18:31:01    30.914    86.495  30.0   WESTERN XIZANG                             
